nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,HER2,CLDN18.2,MSI-H/dMMR,PD-L1_CPS,EBV,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT06614751,A PARG Inhibitor DAT-2645 Monotherapy in Patients with Advanced/Metastatic Solid Tumors Harboring BRCA1/2 Loss of Function Alterations And/or Other Defects in the DDR Pathway,PHASE1,Phase 1,NOT_YET_RECRUITING,112,"Danatlas Pharmaceuticals Co., Ltd",Danatlas Pharmaceuticals,3,1,0,multi_experimental,3,dat-2645 tablet,dat-2645 tablet,PARP,Small Molecule,BRCA1;BRCA2,0,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06617169,Dose-Escalation of MNPR-101-PCTA-177Lu in Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,12,Monopar Therapeutics,Monopar Therapeutics,3,1,0,multi_experimental,5,mnpr-101-pcta-177lu,mnpr-101-pcta-177lu,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,0,,metastatic
NCT06632262,A Phase 2 Clinical Study of ABSK061 and ABSK043,PHASE2,Phase 2,RECRUITING,202,"Abbisko Therapeutics Co, Ltd",AbbVie,274,1,0,multi_experimental,4,,absk061 + absk043;absk061+absk043 in combination with capox,FGFR,Small Molecule,ALK;BRAF;EGFR;FGFR2;FGFR2/3;FGFR2B;HER2;KRAS;MET;NTRK;RET;ROS1,0,1,1,0,0,0,0,0,0,1,HER2−,metastatic · squamous · measurable (RECIST)
NCT06645808,PET-imaging of Two Vartumabs in Patients With Solid Tumors,EARLY_PHASE1,Phase 1,RECRUITING,32,Var2 Pharmaceuticals,Var2 Pharmaceuticals,1,1,0,multi_experimental,2,pet/ct scan,89zr-dfo-n-suc-c9scfv;89zr-dfo-n-suc-f8scfv;pet/ct scan,oncofetal chondroitin sulfate,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,0,,adjuvant · squamous
NCT06646783,Phase IIT Trial of SNA014,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,28,SmartNuclide Biopharma,SmartNuclide Biopharma,8,1,0,single_arm,1,[68ga]ga-nodaga-sna014,[68ga]ga-nodaga-sna014,CLDN18.2,Radiopharmaceutical,CLDN18.2,0,1,0,1,0,0,0,0,0,1,CLDN18.2+,adenoca.
NCT06666166,SHR-A1811 Combined with Apatinib in the Treatment of Advanced Gastric or Gastroesophageal Junction Adenocarcinoma and Colorectal Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,28,Yunpeng Liu,Yunpeng Liu,3,0,0,multi_experimental,2,shr-a1811 & apartinib,shr-a1811 & apartinib,VEGFR-2,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06673329,Brodalumab in the Treatment of Immune-Related Adverse Events,PHASE1,Phase 1,RECRUITING,11,"Brian Henick, MD","Brian Henick, MD",1,0,0,single_arm,1,brodalumab;ct scan,brodalumab;ct scan,IL-17RA,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0,0,,metastatic
NCT06685887,A Clinical Study Evaluating the Efficacy of Systemic Chemotherapy and Immune Checkpoint Inhibitors Combined With Hyperthermic Intraperitoneal Chemotherapy in the Treatment of Gastric Cancer Patients With Peritoneal Metastasis,PHASE2,Phase 2,RECRUITING,34,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",29,0,1,single_arm,1,SOX;hipec;immune checkpoint inhibitors,SOX;hipec;immune checkpoint inhibitors,,,,0,1,0,0,0,0,0,0,0,0,,metastatic · ECOG 0-1
NCT06695845,A Phase 2 Study of Zanidatamab in Patients With HER2-expressing Tumors,PHASE2,Phase 2,RECRUITING,200,Jazz Pharmaceuticals,Jazz Pharmaceuticals,59,1,0,single_arm,1,zanidatamab,zanidatamab,HER2,Bispecific Antibody,ALK;BRAF;EGFR;HER2;KRAS;MET;ROS1,1,1,1,0,0,0,0,0,0,1,HER2+,metastatic · small-cell · measurable (RECIST)
NCT06710132,Study of Anti-CEACAM5 ADC M9140 in Participants With Advanced Solid Tumors (PROCEADE PanTumor),PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,184,"EMD Serono Research & Development Institute, Inc.",Merck KGaA,166,1,1,multi_experimental,5,m9140,m9140,CEA,ADC,CEACAM5;EGFR;HER2;MSI;MSI-H;PD-L1;genomic,1,1,1,0,1,1,0,0,1,1,"HER2−, MSI-H/dMMR, PD-L1+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06710756,Lead-212 PSV359 Therapy for Patients With Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,112,Perspective Therapeutics,Perspective Therapeutics,4,1,0,multi_experimental,2,[203pb]pb-psv359;[212pb]pb-psv359,[203pb]pb-psv359;[212pb]pb-psv359,FAP,Radiopharmaceutical,FAP,0,1,0,0,0,0,0,0,0,0,,metastatic · ECOG 0-1
NCT06714617,Evaluate BL-M17D1 in Patients w/HER2-Expressing/Mutant Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,120,SystImmune Inc.,SystImmune,7,1,0,multi_experimental,3,bl-m17d1,bl-m17d1,HER2,ADC,HER2;MET,1,1,1,0,0,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · squamous · measurable (RECIST) · ECOG 0-1
NCT06730581,Utidelone Capsule Monotherapy for Patients with Advanced Solid Tumors,PHASE2,Phase 2,NOT_YET_RECRUITING,100,"Beijing Biostar Pharmaceuticals Co., Ltd.",Beijing Biostar Pharmaceuticals,12,1,0,multi_experimental,3,utidelone capsule,utidelone capsule,Tubulin,Small Molecule,HER2;MET,0,1,1,0,0,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · adenoca. · measurable (RECIST) · ECOG 0-1
NCT06731478,"Study of TDXd, Chemotherapy, Pembrolizumab, and Trastuzumab in First-Line Metastatic HER2-Positive Gastric or Gastroesophageal Junction Cancer",PHASE3,Phase 3,RECRUITING,726,Daiichi Sankyo,Daiichi Sankyo,178,1,1,multi_experimental,4,,pembrolizumab;trastuzumab;trastuzumab deruxtecan,PD-1,Monoclonal Antibody,HER2;PD-L1,1,1,1,0,0,1,0,1,0,1,"HER2+, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06764875,A Phase Ⅲ Study of Rilvegostomig in Combination With Fluoropyrimidine and Trastuzumab Deruxtecan as the First-line Treatment for HER2-positive Gastric Cancer,PHASE3,Phase 3,RECRUITING,840,AstraZeneca,AstraZeneca,780,1,1,active_comparator,3,capecitabine;cisplatin;fluorouracil;oxaliplatin;pembrolizumab;rilvegostomig;trastuzumab,capecitabine;fluorouracil;rilvegostomig;trastuzumab deruxtecan,HER2,Monoclonal Antibody,HER2;PD-L1,1,1,1,0,0,1,0,1,0,1,"HER2+, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06769425,HS-10502 Combination Treatment in Patients With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,157,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",Hansoh,82,1,0,multi_experimental,7,,hs-10502 + bevacizumab;hs-10502 + hs-20089;hs-10502 + hs-20093;hs-10502 + nab-paclitaxel or docetaxel or irinotecan;hs-10502 + nha;hs-10502 + platinum + bevacizumab;hs-10502+ apatinib,,,,0,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06773312,BC001 in Combination with Sintilimab and XELOX in the Treatment of HER-2 Negative Advanced or Metastatic Gastric Cancer or Gastroesophageal Junction Adenocarcinoma.,PHASE1,Phase 1,RECRUITING,80,"Sichuan Luzhou Buchang Biopharmaceutical Co., Ltd.",Sichuan Luzhou Buchang Biopharmaceutical,3,1,0,single_arm,1,bc001+sintilimab+xelox,bc001+sintilimab+xelox,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06783569,A First-in-Human Escalation and Expansion Study of Patients With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,94,JiaRay Group,JiaRay Group,1,1,0,multi_experimental,9,jr8603,jr8603,,,BRAF;HER2;MMR;MSI;MSI-H;PD-L1;dMMR,0,1,1,0,1,1,0,1,0,1,"HER2+, MSI-H/dMMR, PD-L1+",metastatic · 1st-line · squamous · measurable (RECIST)
NCT06789172,"A Phase 1, First-in-human Study of OKN4395 and Pembrolizumab in Patients With Solid Tumors",PHASE1,Phase 1,RECRUITING,146,Epkin,Epkin,1,1,0,multi_experimental,7,okn4395,fasting;fed;h2 receptor antagonist;okn4395;pembrolizumab,EP2,Small Molecule,ALK;HER2;MSI;PD-L1,0,1,1,0,1,1,0,1,1,1,"HER2−, MSI-H/dMMR, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06792435,XNW27011 Study of Advanced Solid Tumor Subjects Who Failed Standard Therapies.,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,240,"Astellas Pharma Global Development, Inc.",Astellas,171,1,1,multi_experimental,2,xnw27011,xnw27011,CLDN18.2,ADC,CLDN18.2,1,1,0,1,0,0,0,0,0,1,CLDN18.2+,metastatic · adenoca. · measurable (RECIST)
NCT06821048,Study of CEA Targeting CAR-T (PTC13) in the Treatment of CEA-Positive Advanced Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,18,"Weijia Fang, MD","Weijia Fang, MD",3,0,0,single_arm,1,intraperitoneal infusion of fast cea-targeted car-t,intraperitoneal infusion of fast cea-targeted car-t,CEA,CAR-T,CEA,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0
NCT06846346,Testing Ivonescimab in Combination With Chemotherapy in Advanced or Metastatic Gastric/Gastroesophageal Adenocarcinoma,PHASE2,Phase 2,RECRUITING,88,UNICANCER,UNICANCER,64,0,0,multi_experimental,2,ivonescimab,FOLFOX;irinotecan;ivonescimab;paclitaxel,PD-1,Bispecific Antibody,BRAF;HER2;MET;MSI;MSI-H;MSS;PD-L1;biomarker;dMMR;pMMR,1,1,1,1,1,1,0,0,0,1,"HER2+, CLDN18.2+, MSI-H/dMMR, PD-L1+",metastatic · adenoca. · measurable (RECIST)
NCT06873659,SON-DP in Participants With Relapsed/Refractory Intolerant to Standard of Care Therapies for Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,96,Qurgen Inc.,Qurgen,2,1,0,multi_experimental,8,son-dp,son-dp,,,MET,0,1,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06882746,"A Study to Test Different Doses of BI 765049 in People With Advanced Cancer of the Colon, Rectum, Stomach, or Pancreas",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,135,Boehringer Ingelheim,Boehringer Ingelheim,237,1,1,multi_experimental,2,bi 765049,bi 765049,,,,0,1,0,0,0,0,0,0,0,0,,metastatic · adenoca.
NCT06901531,A Study of Zolbetuximab Together With Pembrolizumab and Chemotherapy in Adults With Gastric Cancer,PHASE3,Phase 3,RECRUITING,500,"Astellas Pharma Global Development, Inc.",Astellas,171,1,1,active_comparator,2,5-fluorouracil (5-fu);capecitabine;folinic acid (leucovorin or local equivalent);oxaliplatin;pembrolizumab,5-fluorouracil (5-fu);capecitabine;folinic acid (leucovorin or local equivalent);oxaliplatin;pembrolizumab;zolbetuximab,CLDN18.2,Monoclonal Antibody,CLDN18.2;HER2;MMR;MSI;PD-L1,1,1,1,1,1,1,0,0,0,1,"HER2−, CLDN18.2+, MSI-H/dMMR, PD-L1+",metastatic · adenoca. · measurable (RECIST)
NCT06910657,IDOV-Immune for Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,78,"ViroMissile, Inc.",ViroMissile,1,1,0,single_arm,1,idov-immune (oncolytic vaccinia virus),idov-immune (oncolytic vaccinia virus),,Oncolytic Virus,,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06921837,A First-in-Human Study Using BDC-4182 as a Single Agent in Advanced Gastric and Gastroesophageal Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,122,"Bolt Biotherapeutics, Inc.",Bolt Biotherapeutics,4,1,0,multi_experimental,2,bdc-4182,bdc-4182,CLDN18.2,ADC,,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06921928,Study for AZD4360 in Participants With Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,31,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,azd4360,azd4360,VEGF/VEGFR,Small Molecule,CLDN18.2;HER2,0,1,1,1,0,0,0,0,0,1,"HER2+, CLDN18.2+",metastatic · adenoca. · measurable (RECIST)
NCT06937567,CDH17 CAR-T Therapy in Advanced Malignant Solid Tumors,EARLY_PHASE1,Phase 1,RECRUITING,36,Zhejiang University,Zhejiang University,58,0,0,multi_experimental,2,,cdh17 car-t;fast laco-stim cdh17 car-t,CDH17,CAR-T,CDH17,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06942767,"Combination of QLS31905, QL2107 and Chemotherapy as First-line Therapy in CLDN18.2-positive Unresectable Locally Advanced or Metastatic Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma",PHASE2,Phase 2,NOT_YET_RECRUITING,100,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,single_arm,1,capecitabine tablets;oxaliplatin;ql2107 injection;qls31905 for injection,capecitabine tablets;oxaliplatin;ql2107 injection;qls31905 for injection,CLDN18.2,Monoclonal Antibody,CLDN18.2,1,1,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06943521,A Study of MT-4561 in Patients With Various Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,27,"Tanabe Pharma America, Inc.",Tanabe Pharma America,3,1,0,single_arm,1,mt-4561,mt-4561,BRD4,Small Molecule,,0,1,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06944496,A Study of Disitamab Vedotin Combined With Tislelizumab and Chemotherapy Versus Tislelizumab Combined With Chemotherapy in HER2-Low Advanced Gastric or Gastroesophageal Junction Adenocarcinoma,PHASE3,Phase 3,NOT_YET_RECRUITING,616,"RemeGen Co., Ltd.",RemeGen,51,1,0,active_comparator,2,tislelizumab+oxaliplatin+capecitabine,disitamab vedotin+tislelizumab+oxaliplatin+capecitabine,HER2,ADC,HER2,1,1,1,0,0,0,0,0,0,1,HER2−,metastatic · adenoca. · measurable (RECIST)
NCT06947291,Safety and Efficacy of Glumetinib Combined With Docetaxel for Injection (Albumin-bound) in Patients With Advanced Gastric Cancer/Gastroesophageal Junction Adenocarcinoma and Other Solid Tumors,PHASE2,Phase 2,RECRUITING,350,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",CSPC ZhongQi Pharmaceutical Technology,92,1,0,active_comparator,2,glumetinib tablets,docetaxel for injection (albumin-bound);glumetinib tablets,MET,Small Molecule,MET,0,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06974110,Study of Orally Administered MOMA-341 in Participants With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,132,MOMA Therapeutics,MOMA Therapeutics,2,1,0,multi_experimental,3,moma-341,immunotherapy;irinotecan;moma-341,WRN,Small Molecule,MET;MMR;MSI;MSI-H;TA repeat expansions;dMMR,0,1,0,0,1,0,0,0,0,1,MSI-H/dMMR,metastatic · measurable (RECIST) · ECOG 2
NCT06988475,DETERMINE Trial Treatment Arm 06: Capmatinib in Adult Patients With Cancers Harbouring MET Dysregulations,PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,capmatinib,capmatinib,MET,Small Molecule,MET,0,1,0,0,0,0,0,0,0,0,,metastatic · squamous
NCT06998771,JSKN003 Combined Treatment of HER2-positive Gastric Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,153,Shanghai JMT-Bio Inc.,Shanghai JMT-Bio,33,1,0,multi_experimental,4,capecitabine,capecitabine;enlonstobart;jskn003;kn026;oxaliplatin;pembolizumab;trastuzumab,HER2,Monoclonal Antibody,HER2;PD-L1,1,1,1,0,0,1,0,1,0,1,"HER2+, PD-L1+",metastatic · 1st-line · measurable (RECIST) · ECOG 0 - 1
NCT06999187,"A Study of DR-0202 in Patients With Locally Advanced or Metastatic, Relapsed or Refractory Carcinomas",PHASE1,Phase 1,RECRUITING,96,Dren Bio,Dren Bio,2,1,0,multi_experimental,8,dr-0202,dr-0202,,Bispecific Antibody,HER2,1,1,1,0,0,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · measurable (RECIST)
NCT07018570,An Open Label Phase 2 Study of Total Neoadjuvant Therapy (TNT) Consisting of FLOT With Pembrolizumab and Short Radiation for Patients With Locally Advanced Gastroesophageal Junction Adenocarcinoma,PHASE2,Phase 2,RECRUITING,26,National Cancer Center Hospital East,National Cancer Center Hospital East,10,0,1,single_arm,1,docetaxel;fluorouracil (5-fu);levofolinate;oxaliplatin;pembrolizumab;radiation therapy,docetaxel;fluorouracil (5-fu);levofolinate;oxaliplatin;pembrolizumab;radiation therapy,PD-1,Monoclonal Antibody,PD-L1;biomarker;biomarker analysis,1,1,0,0,0,1,0,0,0,1,PD-L1+,recurrent · adenoca.
NCT07021066,"Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of BL-M05D1 in Subjects With Solid Tumors",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,160,SystImmune Inc.,SystImmune,7,1,0,single_arm,1,bl-m05d1,bl-m05d1,CLDN18,ADC,BRAF;CLDN18.2;HER2;KRAS;MET;MMR;MSI;MSI-H;NTRK;PD-L1;dMMR,1,1,1,1,1,1,0,0,1,1,"HER2+, CLDN18.2+, MSI-H/dMMR, PD-L1+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST) · ECOG 0-1
NCT07023315,A Phase III Clinical Study of Cadonilimab Plus SOX as Perioperative Treatment for Patients With Resectable G/GEJ Adenocarcinoma,PHASE3,Phase 3,RECRUITING,760,Akeso,Akeso,103,1,0,placebo_comparator,2,SOX,SOX;cadonilimab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,0,,metastatic · adenoca.
NCT07036185,A Clinical Trail of KJ015 in Patients With HER2-Expressing Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,66,"Shanghai Bao Pharmaceuticals Co., Ltd.",Shanghai Bao Pharmaceuticals,1,1,0,single_arm,1,kj015 injection (subcutaneous injection),kj015 injection (subcutaneous injection),HER2,Monoclonal Antibody,HER2,1,1,0,0,0,0,0,0,0,0,,metastatic
NCT07059299,A Phase Ib Trial Evaluating the Safety and Activity of Neoadjuvant Combination of Tislelizumab Plus FLOT for Resectable Esophagogastric Adenocarcinoma,PHASE1,Phase 1,RECRUITING,18,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,28,0,1,single_arm,1,FLOT;tislelizumab,FLOT;tislelizumab,PD-1,Monoclonal Antibody,MSI;PD-L1;dMMR,1,1,0,0,1,1,0,0,0,1,"MSI-H/dMMR, PD-L1+",locally advanced · adenoca.
NCT07066657,A Study of MRG007 (ARR-217) in Patients With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,572,"ArriVent BioPharma, Inc.",ArriVent BioPharma,5,1,0,multi_experimental,2,,mrg007;mrg007 and bevacizumab,EGFR,Monoclonal Antibody,EGFR,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07069712,A Study of Novel Agents or Combinations as Perioperative Treatment in Participants With Locally Advanced Resectable Gastroesophageal Adenocarcinoma,PHASE2,Phase 2,RECRUITING,100,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,5,rilvegostomig,5-fluorouracil (5-fu);FLOT;capecitabine;leucovorin;rilvegostomig;sonesitatug vedotin;trastuzumab deruxtecan (t-dxd),,,CLDN18.2;HER2,0,1,1,1,0,0,0,0,0,1,"HER2+, CLDN18.2+",metastatic · adenoca.
NCT07070466,Ivonescimab in Comb. With FOLFOX in Advanced HER2 Neg. GEA,PHASE2,Phase 2,RECRUITING,40,Massachusetts General Hospital,Massachusetts General Hospital,170,0,0,single_arm,1,fluorouracil;ivonescimab;leucovorin;oxaliplatin,fluorouracil;ivonescimab;leucovorin;oxaliplatin,PD-1,Bispecific Antibody,BRAF;HER2;MSS;PD-L1;pMMR,1,1,1,0,0,1,0,0,0,1,"HER2+, PD-L1+",metastatic · adenoca. · measurable (RECIST)
NCT07072728,Psilocybin-Assisted Psychotherapy in Cancer Patients With Adjustment Disorder,PHASE2,Phase 2,RECRUITING,87,Psyence Australia Pty Ltd,Psyence Australia Pty,1,1,0,active_comparator,3,psilocybin therapy,,,,,0,0,0,0,0,0,0,0,0,0,,metastatic
NCT07090499,A Study to Learn About the Study Medicine Called PF-08046876 in People With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,540,Pfizer,Pfizer,687,1,1,multi_experimental,3,pf-08046876,pf-08046876,ITGB6,ADC,,1,1,0,0,0,0,0,0,0,0,,advanced · measurable (RECIST)
NCT07102901,Safety and Efficacy of SHR2554 Combined With Other Antitumor Therapies in Gastric or Gastro-oesophageal Junction Adenocarcinoma,PHASE2,Phase 2,RECRUITING,351,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,multi_experimental,4,shr2554 tablets,shr-1701 injection;shr-a1811 injection;shr-a1904 injection;shr2554 tablets,,,,0,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0
NCT07103668,A Phase III Randomized Study in CLDN18.2-positive Unresectable Locally Advanced Gastric Cancer Patients,PHASE3,Phase 3,RECRUITING,150,"Suzhou Immunofoco Biotechnology Co., Ltd",Suzhou Immunofoco Biotechnology,7,1,0,active_comparator,2,control,car t cells,MSLN,CAR-T,CLDN18.2;HER2;Mesothelin;PR,1,1,1,1,0,0,1,1,1,1,"HER2+, CLDN18.2+, EBV+",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT07110571,A Trial of Adebrelimab Plus (SHR-A1811/SHR-A1904 With Chemotherapy) or SHR-8068 as Treatment for Gastric/GEJ Cancer,PHASE2,Phase 2,RECRUITING,200,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,multi_experimental,3,adebrelimab injection,adebrelimab injection;shr-8068 injection;shr-a1811 for injection;shr-a1904 for injection,PD-1,Monoclonal Antibody,PD-L1;biomarker,1,1,0,0,0,0,0,0,0,0,,adenoca.
NCT07114601,A Study of LY4257496 in Participants With Cancer (OMNIRAY),PHASE1,Phase 1,RECRUITING,421,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,5,diagnostic test: ly4257529;ly4257496,diagnostic test: ly4257529;ly4257496;standard of care anticancer therapies,GRPR,Radiopharmaceutical,ER;GRPR;HER2,0,1,1,0,0,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07115043,A Study to Investigate Safety of AZD6750 in Adult Participants With Select Advanced or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,120,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,2,azd6750,azd6750;rilvegostomig,IL-2,Small Molecule,PD-L1,0,1,0,0,0,1,0,0,0,1,PD-L1+,metastatic · squamous · measurable (RECIST) · ECOG 0-1
NCT07143604,A Study to Investigate the Effects of AZD0901 Monotherapy in Adult Participants With 2L+ Advanced or Metastatic Gastric or GEJ Adenocarcinoma Expressing CLDN18.2,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,33,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,azd0901,azd0901,CLDN18.2,ADC,CLDN18.2;HER2,1,1,1,1,0,0,0,0,0,1,"HER2+, CLDN18.2+",metastatic · adenoca. · measurable (RECIST)
NCT07151040,Phase 1/2 Study to Evaluate TH9619 in the Treatment of Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,43,One-carbon Therapeutics AB,One-carbon Therapeutics,1,1,0,single_arm,1,th9619,th9619,MTHFD1,Small Molecule,,0,1,0,0,0,0,0,0,0,0,,metastatic · squamous
NCT07166263,Safety and Efficacy of NK510 to Treat Gastric Cancer and Colorectal Cancer,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,15,"Base Therapeutics (Shanghai) Co., Ltd.",Base Therapeutics (Shanghai),8,1,0,multi_experimental,2,nk510,nk510,,Cell Therapy,,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07176312,Zanidatamab in Combination With Pembrolizumab and Chemotherapy in HER2 and PD-L1 Positive Metastatic Gastroesophageal Adenocarcinoma (GEA) Patients,PHASE2,Phase 2,RECRUITING,80,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,28,0,0,single_arm,1,FOLFOX;pembrolizumab;zanidatamab,FOLFOX;pembrolizumab;zanidatamab,HER2,Bispecific Antibody,HER2;PD-L1,1,1,1,0,0,1,0,0,0,1,"HER2+, PD-L1+",metastatic · adenoca. · measurable (RECIST)
NCT07179692,CEA-Targeted CAR-T Therapy in CEA-Positive Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,108,"Chongqing Precision Biotech Co., Ltd",Chongqing Precision Biotech,41,1,0,multi_experimental,3,cea-targeted car-t cells,cea-targeted car-t cells,CEA,CAR-T,CEA;MET,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07182149,A Phase 1 Study of NRM-823 in Participants With Locally Advanced or Metastatic Refractory Solid Tumors,PHASE1,Phase 1,RECRUITING,150,"Normunity AccelCo, Inc.",Normunity AccelCo,1,1,0,single_arm,1,nrm-823,nrm-823,,Bispecific Antibody,,1,1,0,0,0,0,0,0,0,0,,metastatic · adenoca.
NCT07213791,A Study of LY4337713 in Participants With FAP-Positive Solid Tumors,PHASE1,Phase 1,RECRUITING,241,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,6,ly4337713,ly4337713,FAP,Radiopharmaceutical,FAP;HER2,0,1,1,0,0,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · adenoca. · ECOG 0-1
NCT07217704,Using 18F-FAPI PET to Detect Metastatic Disease in Patients That Have Gastric or Esophageal Cancer.,PHASE3,Phase 3,RECRUITING,200,SOFIE,SOFIE,3,1,0,single_arm,1,[18f]fapi-74 pet/ct,[18f]fapi-74 pet/ct,,Radiopharmaceutical,ALK,0,1,0,0,0,0,0,0,0,0,,metastatic
NCT07218003,A Phase 1/1b of RNDO-564 Single Agent or in Combination With Pembrolizumab in Bladder Cancer and Other Solid Tumors Associated With Nectin-4,PHASE1,Phase 1,ENROLLING_BY_INVITATION,149,Rondo Therapeutics,Rondo Therapeutics,1,1,0,multi_experimental,15,rndo-564,pembrolizumab;rndo-564,NECTIN4,Bispecific Antibody,NECTIN-4,1,1,0,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
